Doença,Código CID-10
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O04.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O04.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O04.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O04.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O04.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O05.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O06.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O07.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O08.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O09
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O10.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O11
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O12.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O12.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O12.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O13
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O14.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O14.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O14.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O15.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O15.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O15.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O15.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O16
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O17
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O18
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O19
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O20.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O20.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O20.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O21.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O21.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O21.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O21.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O21.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O22.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O23.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O24.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O25
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O26.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O29.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O30.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O30.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O30.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O30.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O30.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O31.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O31.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O31.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O31.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O32.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O33.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O34.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O35.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.6
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.7
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O36.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O37
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O38
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O39
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O40
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O41.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O41.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O41.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O41.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O42.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O42.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O42.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O42.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O43.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O43.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O43.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O43.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O44.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O44.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O45.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O45.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O45.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O46.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O46.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O46.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O47.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O47.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O47.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O48
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O49
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O50
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O51
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O52
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O53
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O54
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O55
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O56
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O57
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O58
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O59
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O60.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O60.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O60.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O61.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O61.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O61.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O61.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O62.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O63.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O63.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O63.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O63.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O64.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O65.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O66.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O67.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O67.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O67.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O68.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.1
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.2
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.3
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.4
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.5
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.8
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O69.9
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O70.0
"Gravidez, do parto e do puerpério, exceto assistência materna por outras complicações ligadas predominantemente à gravidez",O70.1
