Doença,Código CID-10
Hipotireoidismo congênito,E03.3
Hipotireoidismo congênito,E03.4
Hipotireoidismo congênito,E03.5
Hipotireoidismo congênito,E03.8
Hipotireoidismo congênito,E03.9
Diabetes mellitus,E10.0
Diabetes mellitus,E10.1
Diabetes mellitus,E10.2
Diabetes mellitus,E10.3
Diabetes mellitus,E10.4
Diabetes mellitus,E10.5
Diabetes mellitus,E10.6
Diabetes mellitus,E10.7
Diabetes mellitus,E10.8
Diabetes mellitus,E10.9
Diabetes mellitus,E11.0
Diabetes mellitus,E11.1
Diabetes mellitus,E11.2
Diabetes mellitus,E11.3
Diabetes mellitus,E11.4
Diabetes mellitus,E11.5
Diabetes mellitus,E11.6
Diabetes mellitus,E11.7
Diabetes mellitus,E11.8
Diabetes mellitus,E11.9
Diabetes mellitus,E12.0
Diabetes mellitus,E12.1
Diabetes mellitus,E12.2
Diabetes mellitus,E12.3
Diabetes mellitus,E12.4
Diabetes mellitus,E12.5
Diabetes mellitus,E12.6
Diabetes mellitus,E12.7
Diabetes mellitus,E12.8
Diabetes mellitus,E12.9
Diabetes mellitus,E13.0
Diabetes mellitus,E13.1
Diabetes mellitus,E13.2
Diabetes mellitus,E13.3
Diabetes mellitus,E13.4
Diabetes mellitus,E13.5
Diabetes mellitus,E13.6
Diabetes mellitus,E13.7
Diabetes mellitus,E13.8
Diabetes mellitus,E13.9
Diabetes mellitus,E14.0
Diabetes mellitus,E14.1
Diabetes mellitus,E14.2
Diabetes mellitus,E14.3
Diabetes mellitus,E14.4
Diabetes mellitus,E14.5
Diabetes mellitus,E14.6
Diabetes mellitus,E14.7
Diabetes mellitus,E14.8
Diabetes mellitus,E14.9
Fenilcetonúria clássica,E70.0
Deficiência congênita de lactase,E73.0
Epilepsia e estado de mal epiléptico,G40.0
Epilepsia e estado de mal epiléptico,G40.1
Epilepsia e estado de mal epiléptico,G40.2
Epilepsia e estado de mal epiléptico,G40.3
Epilepsia e estado de mal epiléptico,G40.4
Epilepsia e estado de mal epiléptico,G40.5
Epilepsia e estado de mal epiléptico,G40.6
Epilepsia e estado de mal epiléptico,G40.7
Epilepsia e estado de mal epiléptico,G40.8
Epilepsia e estado de mal epiléptico,G40.9
Epilepsia e estado de mal epiléptico,G41.0
Epilepsia e estado de mal epiléptico,G41.1
Epilepsia e estado de mal epiléptico,G41.2
Epilepsia e estado de mal epiléptico,G41.8
Epilepsia e estado de mal epiléptico,G41.9
Síndrome de Down,Q90.0
Síndrome de Down,Q90.1
Síndrome de Down,Q90.2
Síndrome de Down,Q90.9
Infecção do trato urinário de localização não especificada,N39.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I00
Febre reumática aguda e doenças reumáticas crônicas do coração,I01.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I01.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I01.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I01.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I01.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I02.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I02.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I03
Febre reumática aguda e doenças reumáticas crônicas do coração,I04
Febre reumática aguda e doenças reumáticas crônicas do coração,I05.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I05.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I05.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I05.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I05.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I06.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I06.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I06.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I06.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I06.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I07.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I07.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I07.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I07.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I07.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.3
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I08.9
Febre reumática aguda e doenças reumáticas crônicas do coração,I09.0
Febre reumática aguda e doenças reumáticas crônicas do coração,I09.1
Febre reumática aguda e doenças reumáticas crônicas do coração,I09.2
Febre reumática aguda e doenças reumáticas crônicas do coração,I09.8
Febre reumática aguda e doenças reumáticas crônicas do coração,I09.9
Doenças infecciosas intestinais,A00.0
Doenças infecciosas intestinais,A00.1
Doenças infecciosas intestinais,A00.9
Doenças infecciosas intestinais,A01.0
Doenças infecciosas intestinais,A01.1
Doenças infecciosas intestinais,A01.2
Doenças infecciosas intestinais,A01.3
Doenças infecciosas intestinais,A01.4
Doenças infecciosas intestinais,A02.0
Doenças infecciosas intestinais,A02.1
Doenças infecciosas intestinais,A02.2
Doenças infecciosas intestinais,A02.8
Doenças infecciosas intestinais,A02.9
Doenças infecciosas intestinais,A03.0
Doenças infecciosas intestinais,A03.1
Doenças infecciosas intestinais,A03.2
Doenças infecciosas intestinais,A03.3
Doenças infecciosas intestinais,A03.8
Doenças infecciosas intestinais,A03.9
Doenças infecciosas intestinais,A04.0
Doenças infecciosas intestinais,A04.1
Doenças infecciosas intestinais,A04.2
Doenças infecciosas intestinais,A04.3
Doenças infecciosas intestinais,A04.4
Doenças infecciosas intestinais,A04.5
Doenças infecciosas intestinais,A04.6
Doenças infecciosas intestinais,A04.7
Doenças infecciosas intestinais,A04.8
Doenças infecciosas intestinais,A04.9
Doenças infecciosas intestinais,A05.0
Doenças infecciosas intestinais,A05.1
Doenças infecciosas intestinais,A05.2
Doenças infecciosas intestinais,A05.3
Doenças infecciosas intestinais,A05.4
Doenças infecciosas intestinais,A05.8
Doenças infecciosas intestinais,A05.9
Doenças infecciosas intestinais,A06.0
Doenças infecciosas intestinais,A06.1
Doenças infecciosas intestinais,A06.2
Doenças infecciosas intestinais,A06.3
Doenças infecciosas intestinais,A06.4
Doenças infecciosas intestinais,A06.5
Doenças infecciosas intestinais,A06.6
Doenças infecciosas intestinais,A06.7
Doenças infecciosas intestinais,A06.8
Doenças infecciosas intestinais,A06.9
Doenças infecciosas intestinais,A07.0
Doenças infecciosas intestinais,A07.1
Doenças infecciosas intestinais,A07.2
Doenças infecciosas intestinais,A07.3
Doenças infecciosas intestinais,A07.8
Doenças infecciosas intestinais,A07.9
Doenças infecciosas intestinais,A08.0
Doenças infecciosas intestinais,A08.1
Doenças infecciosas intestinais,A08.2
Doenças infecciosas intestinais,A08.3
Doenças infecciosas intestinais,A08.4
Doenças infecciosas intestinais,A08.5
Doenças infecciosas intestinais,A09
Doenças bacterianas zoonóticas,A20.0
Doenças bacterianas zoonóticas,A20.1
Doenças bacterianas zoonóticas,A20.2
Doenças bacterianas zoonóticas,A20.3
Doenças bacterianas zoonóticas,A20.7
Doenças bacterianas zoonóticas,A20.8
Doenças bacterianas zoonóticas,A20.9
Doenças bacterianas zoonóticas,A21.0
Doenças bacterianas zoonóticas,A21.1
Doenças bacterianas zoonóticas,A21.2
Doenças bacterianas zoonóticas,A21.3
Doenças bacterianas zoonóticas,A21.7
Doenças bacterianas zoonóticas,A21.8
Doenças bacterianas zoonóticas,A21.9
Doenças bacterianas zoonóticas,A22.0
Doenças bacterianas zoonóticas,A22.1
Doenças bacterianas zoonóticas,A22.2
Doenças bacterianas zoonóticas,A22.7
Doenças bacterianas zoonóticas,A22.8
Doenças bacterianas zoonóticas,A22.9
Doenças bacterianas zoonóticas,A23.0
Doenças bacterianas zoonóticas,A23.1
Doenças bacterianas zoonóticas,A23.2
Doenças bacterianas zoonóticas,A23.3
Doenças bacterianas zoonóticas,A23.8
Doenças bacterianas zoonóticas,A23.9
Doenças bacterianas zoonóticas,A24.0
Doenças bacterianas zoonóticas,A24.1
Doenças bacterianas zoonóticas,A24.2
Doenças bacterianas zoonóticas,A24.3
Doenças bacterianas zoonóticas,A24.4
Doenças bacterianas zoonóticas,A25.0
Doenças bacterianas zoonóticas,A25.1
Doenças bacterianas zoonóticas,A25.9
Doenças bacterianas zoonóticas,A26.0
Doenças bacterianas zoonóticas,A26.7
Doenças bacterianas zoonóticas,A26.8
Doenças bacterianas zoonóticas,A26.9
Doenças bacterianas zoonóticas,A27.0
Doenças bacterianas zoonóticas,A27.8
Doenças bacterianas zoonóticas,A27.9
Doenças bacterianas zoonóticas,A28.0
Doenças bacterianas zoonóticas,A28.1
Doenças bacterianas zoonóticas,A28.2
Doenças bacterianas zoonóticas,A28.8
Doenças bacterianas zoonóticas,A28.9
Febres por arbovírus e febres hemorrágicas virais,A90
Febres por arbovírus e febres hemorrágicas virais,A91
Febres por arbovírus e febres hemorrágicas virais,A92.0
Febres por arbovírus e febres hemorrágicas virais,A92.1
Febres por arbovírus e febres hemorrágicas virais,A92.2
Febres por arbovírus e febres hemorrágicas virais,A92.3
Febres por arbovírus e febres hemorrágicas virais,A92.4
Febres por arbovírus e febres hemorrágicas virais,A92.8
Febres por arbovírus e febres hemorrágicas virais,A92.9
Febres por arbovírus e febres hemorrágicas virais,A93.0
Febres por arbovírus e febres hemorrágicas virais,A93.1
Febres por arbovírus e febres hemorrágicas virais,A93.2
Febres por arbovírus e febres hemorrágicas virais,A93.8
Febres por arbovírus e febres hemorrágicas virais,A94
Febres por arbovírus e febres hemorrágicas virais,A95.0
Febres por arbovírus e febres hemorrágicas virais,A95.1
Febres por arbovírus e febres hemorrágicas virais,A95.9
Febres por arbovírus e febres hemorrágicas virais,A96.0
Febres por arbovírus e febres hemorrágicas virais,A96.1
Febres por arbovírus e febres hemorrágicas virais,A96.2
Febres por arbovírus e febres hemorrágicas virais,A96.8
Febres por arbovírus e febres hemorrágicas virais,A96.9
Febres por arbovírus e febres hemorrágicas virais,A97
Febres por arbovírus e febres hemorrágicas virais,A98.0
Febres por arbovírus e febres hemorrágicas virais,A98.1
Febres por arbovírus e febres hemorrágicas virais,A98.2
Febres por arbovírus e febres hemorrágicas virais,A98.3
Febres por arbovírus e febres hemorrágicas virais,A98.4
Febres por arbovírus e febres hemorrágicas virais,A98.5
Febres por arbovírus e febres hemorrágicas virais,A98.8
Febres por arbovírus e febres hemorrágicas virais,A99
Rickettsioses,A75.0
Rickettsioses,A75.1
Rickettsioses,A75.2
Rickettsioses,A75.3
Rickettsioses,A75.9
Rickettsioses,A76
Rickettsioses,A77.0
Rickettsioses,A77.1
Rickettsioses,A77.2
Rickettsioses,A77.3
Rickettsioses,A77.8
Rickettsioses,A77.9
Rickettsioses,A78
Rickettsioses,A79.0
Rickettsioses,A79.1
Rickettsioses,A79.8
Rickettsioses,A79.9
Raiva,A82.0
Raiva,A82.1
Raiva,A82.9
Doenças devidas a protozoários,B50.0
Doenças devidas a protozoários,B50.8
Doenças devidas a protozoários,B50.9
Doenças devidas a protozoários,B51.0
Doenças devidas a protozoários,B51.8
Doenças devidas a protozoários,B51.9
Doenças devidas a protozoários,B52.0
Doenças devidas a protozoários,B52.8
Doenças devidas a protozoários,B52.9
Doenças devidas a protozoários,B53.0
Doenças devidas a protozoários,B53.1
Doenças devidas a protozoários,B53.8
Doenças devidas a protozoários,B54
Doenças devidas a protozoários,B55.0
Doenças devidas a protozoários,B55.1
Doenças devidas a protozoários,B55.2
Doenças devidas a protozoários,B55.9
Doenças devidas a protozoários,B56.0
Doenças devidas a protozoários,B56.1
Doenças devidas a protozoários,B56.9
Doenças devidas a protozoários,B57.0
Doenças devidas a protozoários,B57.1
Doenças devidas a protozoários,B57.2
Doenças devidas a protozoários,B57.3
Doenças devidas a protozoários,B57.4
Doenças devidas a protozoários,B57.5
Doenças devidas a protozoários,B58.0
Doenças devidas a protozoários,B58.1
Doenças devidas a protozoários,B58.2
Doenças devidas a protozoários,B58.3
Doenças devidas a protozoários,B58.8
Doenças devidas a protozoários,B58.9
Doenças devidas a protozoários,B59
Doenças devidas a protozoários,B60.0
Doenças devidas a protozoários,B60.1
Doenças devidas a protozoários,B60.2
Doenças devidas a protozoários,B60.8
Doenças devidas a protozoários,B61
Doenças devidas a protozoários,B62
Doenças devidas a protozoários,B63
Doenças devidas a protozoários,B64
Helmintíases,B65.0
Helmintíases,B65.1
Helmintíases,B65.2
Helmintíases,B65.3
Helmintíases,B65.8
Helmintíases,B65.9
Helmintíases,B66.0
Helmintíases,B66.1
Helmintíases,B66.2
Helmintíases,B66.3
Helmintíases,B66.4
Helmintíases,B66.5
Helmintíases,B66.8
Helmintíases,B66.9
Helmintíases,B67.0
Helmintíases,B67.1
Helmintíases,B67.2
Helmintíases,B67.3
Helmintíases,B67.4
Helmintíases,B67.5
Helmintíases,B67.6
Helmintíases,B67.7
Helmintíases,B67.8
Helmintíases,B67.9
Helmintíases,B68.0
Helmintíases,B68.1
Helmintíases,B68.9
Helmintíases,B69.0
Helmintíases,B69.1
Helmintíases,B69.8
Helmintíases,B69.9
Helmintíases,B70.0
Helmintíases,B70.1
Helmintíases,B71.0
Helmintíases,B71.1
Helmintíases,B71.8
Helmintíases,B71.9
Helmintíases,B72
Helmintíases,B73
Helmintíases,B74.0
Helmintíases,B74.1
Helmintíases,B74.2
Helmintíases,B74.3
Helmintíases,B74.4
Helmintíases,B74.8
Helmintíases,B74.9
Helmintíases,B75
Helmintíases,B76.0
Helmintíases,B76.1
Helmintíases,B76.8
Helmintíases,B76.9
Helmintíases,B77.0
Helmintíases,B77.8
Helmintíases,B77.9
Helmintíases,B78.0
Helmintíases,B78.1
Helmintíases,B78.7
Helmintíases,B78.9
Helmintíases,B79
Helmintíases,B80
Helmintíases,B81.0
Helmintíases,B81.1
Helmintíases,B81.2
Helmintíases,B81.3
Helmintíases,B81.4
Helmintíases,B81.8
Helmintíases,B82.0
Helmintíases,B82.9
Helmintíases,B83.0
Helmintíases,B83.1
Helmintíases,B83.2
Helmintíases,B83.3
Helmintíases,B83.4
Helmintíases,B83.8
Helmintíases,B83.9
"Doenças infecciosas, outras e as não especificadas",B99
Anemias nutricionais,D50.0
Anemias nutricionais,D50.1
Anemias nutricionais,D50.8
Anemias nutricionais,D50.9
Anemias nutricionais,D51.0
Anemias nutricionais,D51.1
Anemias nutricionais,D51.2
Anemias nutricionais,D51.3
Anemias nutricionais,D51.8
Anemias nutricionais,D51.9
Anemias nutricionais,D52.0
Anemias nutricionais,D52.1
Anemias nutricionais,D52.8
Anemias nutricionais,D52.9
Anemias nutricionais,D53.0
Anemias nutricionais,D53.1
Anemias nutricionais,D53.2
Anemias nutricionais,D53.8
Anemias nutricionais,D53.9
Desnutrição e outras deficiências nutricionais,E40
Desnutrição e outras deficiências nutricionais,E41
Desnutrição e outras deficiências nutricionais,E42
Desnutrição e outras deficiências nutricionais,E43
Desnutrição e outras deficiências nutricionais,E44.0
Desnutrição e outras deficiências nutricionais,E44.1
Desnutrição e outras deficiências nutricionais,E45
Desnutrição e outras deficiências nutricionais,E46
Desnutrição e outras deficiências nutricionais,E47
Desnutrição e outras deficiências nutricionais,E48
Desnutrição e outras deficiências nutricionais,E49
Desnutrição e outras deficiências nutricionais,E50.0
Desnutrição e outras deficiências nutricionais,E50.1
Desnutrição e outras deficiências nutricionais,E50.2
Desnutrição e outras deficiências nutricionais,E50.3
Desnutrição e outras deficiências nutricionais,E50.4
Desnutrição e outras deficiências nutricionais,E50.5
Desnutrição e outras deficiências nutricionais,E50.6
Desnutrição e outras deficiências nutricionais,E50.7
Desnutrição e outras deficiências nutricionais,E50.8
Desnutrição e outras deficiências nutricionais,E50.9
Desnutrição e outras deficiências nutricionais,E51.1
Desnutrição e outras deficiências nutricionais,E51.2
Desnutrição e outras deficiências nutricionais,E51.8
Desnutrição e outras deficiências nutricionais,E51.9
Desnutrição e outras deficiências nutricionais,E52
Desnutrição e outras deficiências nutricionais,E53.0
Desnutrição e outras deficiências nutricionais,E53.1
Desnutrição e outras deficiências nutricionais,E53.8
Desnutrição e outras deficiências nutricionais,E53.9
Desnutrição e outras deficiências nutricionais,E54
Desnutrição e outras deficiências nutricionais,E55.0
Desnutrição e outras deficiências nutricionais,E55.9
Desnutrição e outras deficiências nutricionais,E56.0
Desnutrição e outras deficiências nutricionais,E56.1
Desnutrição e outras deficiências nutricionais,E56.8
Desnutrição e outras deficiências nutricionais,E56.9
Desnutrição e outras deficiências nutricionais,E57
Desnutrição e outras deficiências nutricionais,E58
Desnutrição e outras deficiências nutricionais,E59
Desnutrição e outras deficiências nutricionais,E60
Desnutrição e outras deficiências nutricionais,E61.0
Desnutrição e outras deficiências nutricionais,E61.1
Desnutrição e outras deficiências nutricionais,E61.2
Desnutrição e outras deficiências nutricionais,E61.3
Desnutrição e outras deficiências nutricionais,E61.4
Desnutrição e outras deficiências nutricionais,E61.5
Desnutrição e outras deficiências nutricionais,E61.6
Desnutrição e outras deficiências nutricionais,E61.7
Desnutrição e outras deficiências nutricionais,E61.8
Desnutrição e outras deficiências nutricionais,E61.9
Desnutrição e outras deficiências nutricionais,E62
Desnutrição e outras deficiências nutricionais,E63.0
Desnutrição e outras deficiências nutricionais,E63.1
Desnutrição e outras deficiências nutricionais,E63.8
Desnutrição e outras deficiências nutricionais,E63.9
Desnutrição e outras deficiências nutricionais,E64.0
Desnutrição e outras deficiências nutricionais,E64.1
Desnutrição e outras deficiências nutricionais,E64.2
Desnutrição e outras deficiências nutricionais,E64.3
Desnutrição e outras deficiências nutricionais,E64.8
Desnutrição e outras deficiências nutricionais,E64.9
Depleção de volume,E86
Acidentes de transporte,V01.0
Acidentes de transporte,V01.1
Acidentes de transporte,V01.9
Acidentes de transporte,V02.0
Acidentes de transporte,V02.1
Acidentes de transporte,V02.9
Acidentes de transporte,V03.0
Acidentes de transporte,V03.1
Acidentes de transporte,V03.9
Acidentes de transporte,V04.0
Acidentes de transporte,V04.1
Acidentes de transporte,V04.9
Acidentes de transporte,V05.0
Acidentes de transporte,V05.1
Acidentes de transporte,V05.9
Acidentes de transporte,V06.0
Acidentes de transporte,V06.1
Acidentes de transporte,V06.9
Acidentes de transporte,V07
Acidentes de transporte,V08
Acidentes de transporte,V09.0
Acidentes de transporte,V09.1
Acidentes de transporte,V09.2
Acidentes de transporte,V09.3
Acidentes de transporte,V09.9
Acidentes de transporte,V10.0
Acidentes de transporte,V10.1
Acidentes de transporte,V10.2
Acidentes de transporte,V10.3
Acidentes de transporte,V10.4
Acidentes de transporte,V10.5
Acidentes de transporte,V10.9
Acidentes de transporte,V11.0
Acidentes de transporte,V11.1
Acidentes de transporte,V11.2
Acidentes de transporte,V11.3
Acidentes de transporte,V11.4
Acidentes de transporte,V11.5
Acidentes de transporte,V11.9
Acidentes de transporte,V12.0
Acidentes de transporte,V12.1
Acidentes de transporte,V12.2
Acidentes de transporte,V12.3
Acidentes de transporte,V12.4
Acidentes de transporte,V12.5
Acidentes de transporte,V12.9
Acidentes de transporte,V13.0
Acidentes de transporte,V13.1
Acidentes de transporte,V13.2
Acidentes de transporte,V13.3
Acidentes de transporte,V13.4
Acidentes de transporte,V13.5
Acidentes de transporte,V13.9
Acidentes de transporte,V14.0
Acidentes de transporte,V14.1
Acidentes de transporte,V14.2
Acidentes de transporte,V14.3
Acidentes de transporte,V14.4
Acidentes de transporte,V14.5
Acidentes de transporte,V14.9
Acidentes de transporte,V15.0
Acidentes de transporte,V15.1
Acidentes de transporte,V15.2
Acidentes de transporte,V15.3
Acidentes de transporte,V15.4
Acidentes de transporte,V15.5
Acidentes de transporte,V15.9
Acidentes de transporte,V16.0
Acidentes de transporte,V16.1
Acidentes de transporte,V16.2
Acidentes de transporte,V16.3
Acidentes de transporte,V16.4
Acidentes de transporte,V16.5
Acidentes de transporte,V16.9
Acidentes de transporte,V17.0
Acidentes de transporte,V17.1
Acidentes de transporte,V17.2
Acidentes de transporte,V17.3
Acidentes de transporte,V17.4
Acidentes de transporte,V17.5
Acidentes de transporte,V17.9
Acidentes de transporte,V18.0
Acidentes de transporte,V18.1
Acidentes de transporte,V18.2
Acidentes de transporte,V18.3
Acidentes de transporte,V18.4
Acidentes de transporte,V18.5
Acidentes de transporte,V18.9
Acidentes de transporte,V19.0
Acidentes de transporte,V19.1
Acidentes de transporte,V19.2
Acidentes de transporte,V19.3
Acidentes de transporte,V19.4
Acidentes de transporte,V19.5
Acidentes de transporte,V19.6
Acidentes de transporte,V19.8
Acidentes de transporte,V19.9
Acidentes de transporte,V20.0
Acidentes de transporte,V20.1
Acidentes de transporte,V20.2
Acidentes de transporte,V20.3
Acidentes de transporte,V20.4
Acidentes de transporte,V20.5
Acidentes de transporte,V20.9
Acidentes de transporte,V21.0
Acidentes de transporte,V21.1
Acidentes de transporte,V21.2
Acidentes de transporte,V21.3
Acidentes de transporte,V21.4
Acidentes de transporte,V21.5
Acidentes de transporte,V21.9
Acidentes de transporte,V22.0
Acidentes de transporte,V22.1
Acidentes de transporte,V22.2
Acidentes de transporte,V22.3
Acidentes de transporte,V22.4
Acidentes de transporte,V22.5
Acidentes de transporte,V22.9
Acidentes de transporte,V23.0
Acidentes de transporte,V23.1
Acidentes de transporte,V23.2
Acidentes de transporte,V23.3
Acidentes de transporte,V23.4
Acidentes de transporte,V23.5
Acidentes de transporte,V23.9
Acidentes de transporte,V24.0
Acidentes de transporte,V24.1
Acidentes de transporte,V24.2
Acidentes de transporte,V24.3
Acidentes de transporte,V24.4
Acidentes de transporte,V24.5
Acidentes de transporte,V24.9
Acidentes de transporte,V25.0
Acidentes de transporte,V25.1
Acidentes de transporte,V25.2
Acidentes de transporte,V25.3
Acidentes de transporte,V25.4
Acidentes de transporte,V25.5
Acidentes de transporte,V25.9
Acidentes de transporte,V26.0
Acidentes de transporte,V26.1
Acidentes de transporte,V26.2
Acidentes de transporte,V26.3
Acidentes de transporte,V26.4
Acidentes de transporte,V26.5
Acidentes de transporte,V26.9
Acidentes de transporte,V27.0
Acidentes de transporte,V27.1
Acidentes de transporte,V27.2
Acidentes de transporte,V27.3
Acidentes de transporte,V27.4
Acidentes de transporte,V27.5
Acidentes de transporte,V27.9
Acidentes de transporte,V28.0
Acidentes de transporte,V28.1
Acidentes de transporte,V28.2
Acidentes de transporte,V28.3
Acidentes de transporte,V28.4
Acidentes de transporte,V28.5
Acidentes de transporte,V28.9
Acidentes de transporte,V29.0
Acidentes de transporte,V29.1
Acidentes de transporte,V29.2
Acidentes de transporte,V29.3
Acidentes de transporte,V29.4
Acidentes de transporte,V29.5
Acidentes de transporte,V29.6
Acidentes de transporte,V29.8
Acidentes de transporte,V29.9
Acidentes de transporte,V30.0
Acidentes de transporte,V30.1
Acidentes de transporte,V30.2
Acidentes de transporte,V30.3
Acidentes de transporte,V30.4
Acidentes de transporte,V30.5
Acidentes de transporte,V30.6
Acidentes de transporte,V30.7
Acidentes de transporte,V30.9
Acidentes de transporte,V31.0
Acidentes de transporte,V31.1
Acidentes de transporte,V31.2
Acidentes de transporte,V31.3
Acidentes de transporte,V31.4
Acidentes de transporte,V31.5
Acidentes de transporte,V31.6
Acidentes de transporte,V31.7
Acidentes de transporte,V31.9
Acidentes de transporte,V32.0
Acidentes de transporte,V32.1
Acidentes de transporte,V32.2
Acidentes de transporte,V32.3
Acidentes de transporte,V32.4
Acidentes de transporte,V32.5
Acidentes de transporte,V32.6
Acidentes de transporte,V32.7
Acidentes de transporte,V32.9
Acidentes de transporte,V33.0
Acidentes de transporte,V33.1
Acidentes de transporte,V33.2
Acidentes de transporte,V33.3
Acidentes de transporte,V33.4
Acidentes de transporte,V33.5
Acidentes de transporte,V33.6
Acidentes de transporte,V33.7
Acidentes de transporte,V33.9
Acidentes de transporte,V34.0
Acidentes de transporte,V34.1
Acidentes de transporte,V34.2
Acidentes de transporte,V34.3
Acidentes de transporte,V34.4
Acidentes de transporte,V34.5
Acidentes de transporte,V34.6
Acidentes de transporte,V34.7
Acidentes de transporte,V34.9
Acidentes de transporte,V35.0
Acidentes de transporte,V35.1
Acidentes de transporte,V35.2
Acidentes de transporte,V35.3
Acidentes de transporte,V35.4
Acidentes de transporte,V35.5
Acidentes de transporte,V35.6
Acidentes de transporte,V35.7
Acidentes de transporte,V35.9
Acidentes de transporte,V36.0
Acidentes de transporte,V36.1
Acidentes de transporte,V36.2
Acidentes de transporte,V36.3
Acidentes de transporte,V36.4
Acidentes de transporte,V36.5
Acidentes de transporte,V36.6
Acidentes de transporte,V36.7
Acidentes de transporte,V36.9
Acidentes de transporte,V37.0
Acidentes de transporte,V37.1
Acidentes de transporte,V37.2
Acidentes de transporte,V37.3
Acidentes de transporte,V37.4
Acidentes de transporte,V37.5
Acidentes de transporte,V37.6
Acidentes de transporte,V37.7
Acidentes de transporte,V37.9
Acidentes de transporte,V38.0
Acidentes de transporte,V38.1
Acidentes de transporte,V38.2
Acidentes de transporte,V38.3
Acidentes de transporte,V38.4
Acidentes de transporte,V38.5
Acidentes de transporte,V38.6
Acidentes de transporte,V38.7
Acidentes de transporte,V38.9
Acidentes de transporte,V39.0
Acidentes de transporte,V39.1
Acidentes de transporte,V39.2
Acidentes de transporte,V39.3
Acidentes de transporte,V39.4
Acidentes de transporte,V39.5
Acidentes de transporte,V39.6
Acidentes de transporte,V39.8
Acidentes de transporte,V39.9
Acidentes de transporte,V40.0
Acidentes de transporte,V40.1
Acidentes de transporte,V40.2
Acidentes de transporte,V40.3
Acidentes de transporte,V40.4
Acidentes de transporte,V40.5
Acidentes de transporte,V40.6
Acidentes de transporte,V40.7
Acidentes de transporte,V40.9
Acidentes de transporte,V41.0
Acidentes de transporte,V41.1
Acidentes de transporte,V41.2
Acidentes de transporte,V41.3
Acidentes de transporte,V41.4
Acidentes de transporte,V41.5
Acidentes de transporte,V41.6
Acidentes de transporte,V41.7
Acidentes de transporte,V41.9
Acidentes de transporte,V42.0
Acidentes de transporte,V42.1
Acidentes de transporte,V42.2
Acidentes de transporte,V42.3
Acidentes de transporte,V42.4
Acidentes de transporte,V42.5
Acidentes de transporte,V42.6
Acidentes de transporte,V42.7
Acidentes de transporte,V42.9
Acidentes de transporte,V43.0
Acidentes de transporte,V43.1
Acidentes de transporte,V43.2
Acidentes de transporte,V43.3
Acidentes de transporte,V43.4
Acidentes de transporte,V43.5
Acidentes de transporte,V43.6
Acidentes de transporte,V43.7
Acidentes de transporte,V43.9
Acidentes de transporte,V44.0
Acidentes de transporte,V44.1
Acidentes de transporte,V44.2
Acidentes de transporte,V44.3
Acidentes de transporte,V44.4
Acidentes de transporte,V44.5
Acidentes de transporte,V44.6
Acidentes de transporte,V44.7
Acidentes de transporte,V44.9
Acidentes de transporte,V45.0
Acidentes de transporte,V45.1
Acidentes de transporte,V45.2
Acidentes de transporte,V45.3
Acidentes de transporte,V45.4
Acidentes de transporte,V45.5
Acidentes de transporte,V45.6
Acidentes de transporte,V45.7
Acidentes de transporte,V45.9
Acidentes de transporte,V46.0
Acidentes de transporte,V46.1
Acidentes de transporte,V46.2
Acidentes de transporte,V46.3
Acidentes de transporte,V46.4
Acidentes de transporte,V46.5
Acidentes de transporte,V46.6
Acidentes de transporte,V46.7
Acidentes de transporte,V46.9
Acidentes de transporte,V47.0
Acidentes de transporte,V47.1
Acidentes de transporte,V47.2
Acidentes de transporte,V47.3
Acidentes de transporte,V47.4
Acidentes de transporte,V47.5
Acidentes de transporte,V47.6
Acidentes de transporte,V47.7
Acidentes de transporte,V47.9
Acidentes de transporte,V48.0
Acidentes de transporte,V48.1
Acidentes de transporte,V48.2
Acidentes de transporte,V48.3
